Question,Answer
첼시의 EFL 우승 기록이 어떻게 돼,"첼시의 EFL 우승 기록은 총 5회로 1964-65, 1997-98, 2004-05, 2006-07, 2014-15 시즌에 우승을 달성했습니다."
첼시 EFL 우승 기록,"첼시의 EFL 우승 기록은 총 5회로 1964-65, 1997-98, 2004-05, 2006-07, 2014-15 시즌에 우승을 달성했습니다."
첼시의 FA 커뮤니티 실드 우승 기록 알려줘,"첼시의 FA 커뮤니티 실드 우승 기록은 총 5회로 1955, 2000, 2005, 2009시즌에 우승을 달성했습니다."
첼시의 FA 커뮤니티 실드 우승 기록이 어떻게 돼,"첼시의 FA 커뮤니티 실드 우승 기록은 총 5회로 1955, 2000, 2005, 2009시즌에 우승을 달성했습니다."
첼시 FA 커뮤니티 실드 우승 기록,"첼시의 FA 커뮤니티 실드 우승 기록은 총 5회로 1955, 2000, 2005, 2009시즌에 우승을 달성했습니다."
첼시의 유로파리그 우승 기록 알려줘,"첼시의 유로파리그 우승 기록은 총 2회로 2012-13, 2018-19시즌에 우승을 달성했습니다."
첼시의 유로파리그 우승 기록이 어떻게 돼,"첼시의 유로파리그 우승 기록은 총 2회로 2012-13, 2018-19시즌에 우승을 달성했습니다."
첼시 유로파리그 우승 기록,"첼시의 유로파리그 우승 기록은 총 2회로 2012-13, 2018-19시즌에 우승을 달성했습니다."
첼시의 챔피언스리그 우승 기록 알려줘,"첼시의 챔피언스리그 우승 기록은 총 2회로 2011-12, 2020-21시즌에 우승을 달성했습니다."
첼시의 챔피언스리그 우승 기록이 어떻게 돼,"첼시의 챔피언스리그 우승 기록은 총 2회로 2011-12, 2020-21시즌에 우승을 달성했습니다."
첼시 챔피언스리그 우승 기록,"첼시의 챔피언스리그 우승 기록은 총 2회로 2011-12, 2020-21시즌에 우승을 달성했습니다."
첼시의 최고 이적료 영입 선수가 누구야,"첼시의 최고 이적료 영입 선수는 모이세스 카이세도입니다. 모이세스 카이세도는 2001년생으로 에콰도르의 축구선수입니다.
이 선수의 이적료는 1억 1500만 유로로 한화로 약 1730억입니다."
첼시의 최고 이적료 영입 선수 알려줘,"첼시의 최고 이적료 영입 선수는 에콰도르 출신의 2001년생인 모이세스 카이세도입니다.
이 선수의 이적료는 1억 1500만 유로로 한화로 약 1730억입니다."
첼시 최고 이적료 영입,"첼시의 최고 이적료 영입 선수는 에콰도르 출신의 2001년생인 모이세스 카이세도입니다.
이 선수의 이적료는 1억 1500만 유로로 한화로 약 1730억입니다."
첼시의 최고 이적료 방출 선수가 누구야,"첼시의 최고 이적료 방출 선수는 에덴 아자르입니다. 에덴 아자르는 1991년생으로 벨기에의 축구선수입니다.
이 선수의 이적료는 1억 4,200만 유로로 한화로 약 2140억입니다."
첼시의 최고 이적료 방출 선수 알려줘,"첼시의 최고 이적료 방출 선수는 벨기에 출신의 1991년생인 에덴 아자르입니다.
이 선수의 이적료는 1억 4,200만 유로로 한화로 약 2140억입니다."
첼시 최고 이적료 방출,"첼시의 최고 이적료 방출 선수는 벨기에 출신의 1991년생인 에덴 아자르입니다.
이 선수의 이적료는 1억 4,200만 유로로 한화로 약 2140억입니다."
첼시의 최근 영입 선수가 누구야,첼시의 최근 영입 선수는 헤나투 베이가입니다. 헤나투 베이가는 2003년생으로 포르투갈의 축구선수입니다.
첼시의 최근 영입 선수 알려줘,첼시의 최근 영입 선수는 포르투갈 출신의 2003년생인 헤나투 베이가입니다.
첼시 최근 영입,첼시의 최근 영입 선수는 포르투갈 출신의 2003년생인 헤나투 베이가입니다.
첼시의 최근 방출 선수가 누구야,첼시의 최근 방출 선수는 루이스 홀입니다. 루이스 홀은 2004년생으로 잉글랜드의 축구선수입니다.
첼시의 최근 방출 선수 알려줘,첼시의 최근 방출 선수는 잉글랜드 출신의 2004년생인 루이스 홀입니다.
첼시 최근 방출,첼시의 최근 방출 선수는 잉글랜드 출신의 2004년생인 루이스 홀입니다.
첼시의 최다 출장 선수 알려줘,"첼시의 촤다 출장 선수는 론 해리스입니다. 론 해리스는 1944년생으로 잉글랜드의 축구선수입니다.
그는 1961년부터 1980년까지 총 795경기에 출전했습니다."
첼시의 최다 출장 선수 누구야,"첼시의 최다 출장 선수는 잉글랜드 출신의 1994년생인 론 해리스입니다.
론 해리스는 1961년부터 1980년까지 총 795경기에 출전했습니다."
첼시 최다 출장,"첼시의 최다 출장 선수는 잉글랜드 출신의 1994년생인 론 해리스입니다.
론 해리스는 1961년부터 1980년까지 총 795경기에 출전했습니다."
첼시의 최다 득점 선수 누구야,"첼시의 최다 득점 선수는 프랭크 램파드입니다. 프랭크 램파드는 1978년생으로 잉글랜드의 축구선숭입니다.
그는 2001년부터 2014년까지 총 211골을 득점했습니다."
첼시의 최다 득점은 누가 했어,"첼시의 최다 득점 선수는 잉글랜드 출신의 1978년생인 프랭크 램파드입니다.
프랭크 램파드는 2001년부터 2014년까지 총 211골을 득점했습니다."
첼시 최다 득점,"첼시의 최다 득점 선수는 잉글랜드 출신의 1978년생인 프랭크 램파드입니다.
프랭크 램파드는 2001년부터 2014년까지 총 211골을 득점했습니다."
첼시의 역사에 대해 알려줘,"영국 잉글랜드 프리미어 리그 소속의 프로 축구 클럽. 연고지는 런던 해머스미스 앤 풀럼.[39] 홈구장은 스탬퍼드 브리지다.
프리미어 리그 통산 6회, FA컵 8회, EFL컵 5회, FA 커뮤니티 실드 4회, UEFA 챔피언스리그, UEFA 유로파리그, UEFA 컵위너스컵, UEFA 슈퍼컵에서 각 2회씩 우승을 기록하였다. 또한 영국 축구 클럽 중 최초로 UEFA 3대 메이저 대회[40]를 모두 제패했고, 런던을 연고로 한 축구 클럽 중 유일하게 UEFA 챔피언스리그, FIFA 클럽 월드컵에서 모두 우승한 구단이다.
더 블루스(The Blues)라는 별칭으로도 불린다."
첼시의 역사가 어떻게 돼,"영국 잉글랜드 프리미어 리그 소속의 프로 축구 클럽. 연고지는 런던 해머스미스 앤 풀럼.[39] 홈구장은 스탬퍼드 브리지다.
프리미어 리그 통산 6회, FA컵 8회, EFL컵 5회, FA 커뮤니티 실드 4회, UEFA 챔피언스리그, UEFA 유로파리그, UEFA 컵위너스컵, UEFA 슈퍼컵에서 각 2회씩 우승을 기록하였다. 또한 영국 축구 클럽 중 최초로 UEFA 3대 메이저 대회[40]를 모두 제패했고, 런던을 연고로 한 축구 클럽 중 유일하게 UEFA 챔피언스리그, FIFA 클럽 월드컵에서 모두 우승한 구단이다.
더 블루스(The Blues)라는 별칭으로도 불린다."
첼시 역사,"영국 잉글랜드 프리미어 리그 소속의 프로 축구 클럽. 연고지는 런던 해머스미스 앤 풀럼.[39] 홈구장은 스탬퍼드 브리지다.
프리미어 리그 통산 6회, FA컵 8회, EFL컵 5회, FA 커뮤니티 실드 4회, UEFA 챔피언스리그, UEFA 유로파리그, UEFA 컵위너스컵, UEFA 슈퍼컵에서 각 2회씩 우승을 기록하였다. 또한 영국 축구 클럽 중 최초로 UEFA 3대 메이저 대회[40]를 모두 제패했고, 런던을 연고로 한 축구 클럽 중 유일하게 UEFA 챔피언스리그, FIFA 클럽 월드컵에서 모두 우승한 구단이다.
더 블루스(The Blues)라는 별칭으로도 불린다."
첼시의 스폰서 알려줘,첼시의 2024/25 시즌 현재 주요 유니폼 스폰서는 Infinite Athlete입니다.
첼시의 스폰서 누구야,첼시의 2024/25 시즌 현재 주요 유니폼 스폰서는 Infinite Athlete입니다.
첼시 스폰서,첼시의 2024/25 시즌 현재 주요 유니폼 스폰서는 Infinite Athlete입니다.
첼시의 역대 감독 알려줘,"1. 윌리엄 루이스(1905-1907)
2. 데이비드 칼더헤드(1907-1933)
3. 레슬리 나이트웜(1933-1939)
4. 빌리 비럴(1939-1952)
5. 테드 드레이크(1952-1961)
6. 토미 도허티(1961-1967)
7. 데이브 섹스턴(1967-1974)
8. 론 수어스(1974-1975)
9. 에디 맥크레디(1975-1977)
10. 켄 쉘리토(1977-1978)
11. 대니 블랜치플라워(1978-1979)
12. 제프 허스트(1979-1981)
13. 존 닐(1981-1985)
14. 존 홀린스(1985-1988)
15. 보비 캠벨(1988-1991)
16. 이언 포터필드(1991-1993)
17.데이비드 웹(1993, 임시)
18. 글렌 호들(1993-1996)
19. 뤼드 굴리트(1996-1998)
20. 잔루카 비알리(1998-2000)
21. 클라우디오 라니에리(2000-2004)
22. 조세 무리뉴(2004-2007)
23. 아브람 그랜트(2007-2008)
24. 루이스 펠리페 스콜라리(2008-2009)
25. 구스 히딩크(2009, 임시)
26. 카를로 안첼로티(2009-2011)
27. 안드레 빌라스-보아스(2011-2012)
28. 로베르토 디 마테오(2012)
29. 라파엘 베니테스(2012-2013, 임시)
30. 조세 무리뉴(2013-2015)
31. 구스 히딩크(2015-2016, 임시)
32. 안토니오 콘테(2016-2018)
33. 마우리치오 사리(2018-2019)
34. 프랭크 램파드(2019-2021)
35. 토마스 투헬(2021-2022)
36. 그레이엄 포터(2022-2023)
37. 프랭크 램파드(2023, 임시)
38. 마우리시오 포체티노(2023-2024)
39. 엔초 마레스카(2024~현재)"
첼시의 역대 감독 누구야,"1. 윌리엄 루이스(1905-1907)
2. 데이비드 칼더헤드(1907-1933)
3. 레슬리 나이트웜(1933-1939)
4. 빌리 비럴(1939-1952)
5. 테드 드레이크(1952-1961)
6. 토미 도허티(1961-1967)
7. 데이브 섹스턴(1967-1974)
8. 론 수어스(1974-1975)
9. 에디 맥크레디(1975-1977)
10. 켄 쉘리토(1977-1978)
11. 대니 블랜치플라워(1978-1979)
12. 제프 허스트(1979-1981)
13. 존 닐(1981-1985)
14. 존 홀린스(1985-1988)
15. 보비 캠벨(1988-1991)
16. 이언 포터필드(1991-1993)
17.데이비드 웹(1993, 임시)
18. 글렌 호들(1993-1996)
19. 뤼드 굴리트(1996-1998)
20. 잔루카 비알리(1998-2000)
21. 클라우디오 라니에리(2000-2004)
22. 조세 무리뉴(2004-2007)
23. 아브람 그랜트(2007-2008)
24. 루이스 펠리페 스콜라리(2008-2009)
25. 구스 히딩크(2009, 임시)
26. 카를로 안첼로티(2009-2011)
27. 안드레 빌라스-보아스(2011-2012)
28. 로베르토 디 마테오(2012)
29. 라파엘 베니테스(2012-2013, 임시)
30. 조세 무리뉴(2013-2015)
31. 구스 히딩크(2015-2016, 임시)
32. 안토니오 콘테(2016-2018)
33. 마우리치오 사리(2018-2019)
34. 프랭크 램파드(2019-2021)
35. 토마스 투헬(2021-2022)
36. 그레이엄 포터(2022-2023)
37. 프랭크 램파드(2023, 임시)
38. 마우리시오 포체티노(2023-2024)
39. 엔초 마레스카(2024~현재)"
첼시 역대 감독,"1. 윌리엄 루이스(1905-1907)
2. 데이비드 칼더헤드(1907-1933)
3. 레슬리 나이트웜(1933-1939)
4. 빌리 비럴(1939-1952)
5. 테드 드레이크(1952-1961)
6. 토미 도허티(1961-1967)
7. 데이브 섹스턴(1967-1974)
8. 론 수어스(1974-1975)
9. 에디 맥크레디(1975-1977)
10. 켄 쉘리토(1977-1978)
11. 대니 블랜치플라워(1978-1979)
12. 제프 허스트(1979-1981)
13. 존 닐(1981-1985)
14. 존 홀린스(1985-1988)
15. 보비 캠벨(1988-1991)
16. 이언 포터필드(1991-1993)
17.데이비드 웹(1993, 임시)
18. 글렌 호들(1993-1996)
19. 뤼드 굴리트(1996-1998)
20. 잔루카 비알리(1998-2000)
21. 클라우디오 라니에리(2000-2004)
22. 조세 무리뉴(2004-2007)
23. 아브람 그랜트(2007-2008)
24. 루이스 펠리페 스콜라리(2008-2009)
25. 구스 히딩크(2009, 임시)
26. 카를로 안첼로티(2009-2011)
27. 안드레 빌라스-보아스(2011-2012)
28. 로베르토 디 마테오(2012)
29. 라파엘 베니테스(2012-2013, 임시)
30. 조세 무리뉴(2013-2015)
31. 구스 히딩크(2015-2016, 임시)
32. 안토니오 콘테(2016-2018)
33. 마우리치오 사리(2018-2019)
34. 프랭크 램파드(2019-2021)
35. 토마스 투헬(2021-2022)
36. 그레이엄 포터(2022-2023)
37. 프랭크 램파드(2023, 임시)
38. 마우리시오 포체티노(2023-2024)
39. 엔초 마레스카(2024~현재)"
아스날의 정식 명칭은 뭐야,"아스날의 정식 명칭은 ""Arsenal Football Club""입니다."
아스날의 정식 명칭 알려줘,"""Arsenal Football Club""이 아스날의 정식 명칭입니다."
아스날 정식 명칭,"아스날의 정식 명칭은 ""Arsenal Football Club""입니다."
아스날의 별칭이 뭐야,아스날의 별칭은 거너스 (The Gunners)입니다.
아스날의 별칭 알려줘,아스날의 별칭은 다음과 같습니다. 거너스 (The Gunners)
아스날 별칭,아스날의 별칭은 거너스 (The Gunners)입니다.
아스날의 연고지가 어디야,"아스날의 연고지는 다음과 같습니다.
런던 울리치 (Woolwich, London) (1886~1912)
런던 이즐링턴 자치구 (Islington, London) (1913~현재)"
아스날의 연고지 알려줘,"아스날의 연고지는
런던 울리치 (Woolwich, London) (1886~1912), 
런던 이즐링턴 자치구 (Islington, London) (1913~현재)입니다."
아스날 연고지,"아스날의 연고지는 다음과 같습니다.
런던 울리치 (Woolwich, London) (1886~1912)
런던 이즐링턴 자치구 (Islington, London) (1913~현재)"
아스날의 홈구장이 어디야,"아스날의 홈구장은 에미레이트 스타디움 (Emirates Stadium)입니다.
에미레이트 스타디움은 60,704명 수용이 가능한 규모입니다."
아스날의 홈구장 알려줘,"아스날의 홈구장은 에미레이트 스타디움 (Emirates Stadium)이고 60,704명 수용이 가능한 규모입니다."
아스날 홈구장,"아스날의 홈구장은 에미레이트 스타디움 (Emirates Stadium)입니다.
에미레이트 스타디움은 60,704명 수용이 가능한 규모입니다."
아스날의 라이벌이 누구야,"아스날의 라이벌 팀입니다.
토트넘 홋스퍼 FC - 북런던 더비
첼시 FC - 북서런던 더비"
아스날의 라이벌 알려줘,아스날의 라이벌로는 토트넘 홋스퍼 FC (북런던 더비)와 첼시 FC (북서런던 더비)가 있습니다.
아스날 라이벌,"아스날의 라이벌 팀입니다.
토트넘 홋스퍼 FC - 북런던 더비
첼시 FC - 북서런던 더비"
아스날의 창립자가 누구야,"아스날의 창립자는 데이비드 던스트(David Danskin)와 그의 동료들입니다. 1886년 런던의 울위치(Woolwich)에서 무기 공장 노동자들이 모여 축구 클럽을 창설했으며, 초기에는 다이얼 스퀘어(Dial Square)라는 이름으로 시작했습니다."
아스날의 창립자 알려줘,"아스날의 창립자는 데이비드 던스트(David Danskin)와 그의 동료들입니다. 1886년 런던의 울위치(Woolwich)에서 무기 공장 노동자들이 모여 축구 클럽을 창설했으며, 초기에는 다이얼 스퀘어(Dial Square)라는 이름으로 시작했습니다."
아스날 창립자,"아스날의 창립자는 데이비드 던스트(David Danskin)와 그의 동료들입니다. 1886년 런던의 울위치(Woolwich)에서 무기 공장 노동자들이 모여 축구 클럽을 창설했으며, 초기에는 다이얼 스퀘어(Dial Square)라는 이름으로 시작했습니다."
아스날의 구단주가 누구야,현재 아스날의 구단주는 크랑키 스포츠 & 엔터테인먼트입니다.
아스날의 구단주 알려줘,현재 아스날의 구단주는 크랑키 스포츠 & 엔터테인먼트입니다.
아스날 구단주,현재 아스날의 구단주는 크랑키 스포츠 & 엔터테인먼트입니다.
아스날의 회장이 누구야,아스날의 회장은 스탠 크랑키와 그의 아들 조쉬 크랑키입니다.
아스날의 회장 알려줘,아스날의 회장은 스탠 크랑키와 그의 아들 조쉬 크랑키입니다.
아스날 회장,아스날의 회장은 스탠 크랑키와 그의 아들 조쉬 크랑키입니다.
아스날의 감독이 누구야,현재 아스날의 감독은 미켈 아르테타 (Mikel Arteta)입니다.
아스날의 감독 알려줘,현재 아스날의 감독은 미켈 아르테타 (Mikel Arteta)입니다.
아스날 감독,현재 아스날의 감독은 미켈 아르테타 (Mikel Arteta)입니다.
아스날의 주장이 누구야,현재 아스날의 주장은 마르틴 외데고르 (Martin Ødegaard)입니다.
아스날의 주장 알려줘,현재 아스날의 주장은 마르틴 외데고르 (Martin Ødegaard)입니다.
아스날 주장,현재 아스날의 주장은 마르틴 외데고르 (Martin Ødegaard)입니다.
아스날의 선수 목록 알려줘,"현재 2024/2025 시즌 기준, 현재 아스날 FC 선수 명단은 다음과 같습니다:

골키퍼
아론 램스데일 (#1)
다비드 라야 (#22)
칼 하인 (#31)

수비수
윌리엄 살리바 (#2)
키어런 티어니 (#3)
벤 화이트 (#4)
가브리엘 마갈량이스 (#6)
유리엔 팀버 (#12)
야쿱 키비오르 (#15)
타케히로 토미야스 (#18)
올렉산드르 진첸코 (#35)

미드필더
토마스 파티 (#5)
마틴 외데고르 (#8, 주장)
에밀 스미스 로우 (#10)
조르지뉴 (#20)
파비오 비에이라 (#21)
카이 하베르츠 (#29)
데클란 라이스 (#41)

공격수
부카요 사카 (#7)
가브리엘 제수스 (#9)
가브리엘 마르티넬리 (#11)
에디 은케티아 (#14)
레안드로 트로사르 (#19)
레이스 넬슨 (#24)"
